text,label,source
"[FOCUS]
정은아 수산아이앤티 대표가 16일 인터뷰를 통해 기업의 생성형 AI 활용에 따른 새로운 보안 관리 체계 구축의 필요성을 강조하며 핵심 구성 요소 중 하나인 AI 보안 게이트웨이를 출시하고 국내 시장 공략에 나설 것을 표명했다. 정은아 대표는 “최근 기업에서 생성형 AI 기술을 도입해 생산성을 크게 높임과 동시에 새로운 보안 리스크를 만들어내고 있다”며 “직원들이 업무 수행 과정에서 생성형 AI에 민감한 개인 및 기밀 정보를 입

[DETAIL]
정은아 수산아이앤티 대표가 16일 인터뷰를 통해 기업의 생성형 AI 활용에 따른 새로운 보안 관리 체계 구축의 필요성을 강조하며 핵심 구성 요소 중 하나인 AI 보안 게이트웨이를 출시하고 국내 시장 공략에 나설 것을 표명했다. 정은아 대표는 “최근 기업에서 생성형 AI 기술을 도입해 생산성을 크게 높임과 동시에 새로운 보안 리스크를 만들어내고 있다”며 “직원들이 업무 수행 과정에서 생성형 AI에 민감한 개인 및 기밀 정보를 입력해 의도치 않은 데이터 유출을 발생시키는 경우가 발생하고 있으며, AI 기반 피싱 공격과 악성코드 생성도 빠르게 고도화되는 상황”이라고 전했다",1,050960|수산아이앤티
국내 PLM 전문 및 시스템 통합(SI) 기업 오상자이엘과 정보보안 솔루션 전문기업 수산아이앤티가 급성장하는 차세대 인공지능(AI) 보안 및 클라우드 보안 시장 공략을 위해 전략적 협력에 나선다. 오상자이엘은...,1,050960|수산아이앤티
오상자이엘이 수산아이앤티와 손잡고 차세대 인공지능(AI) 및 클라우드 보안 시장 공략에 나선다고 밝혔다. 오상자이엘은 수산아이앤티와 ‘차세대 AI 보안 사업 선점을 위한 전략적 파트너 계약’을 체결했다고 3일...,1,050960|수산아이앤티
"[FOCUS]
정은아 수산아이앤티 대표는 ""이번 협력은 당사가 축적해 온 AI 기반 보안 기술과 공공 시장에서 검증된 경험을 제조·모빌리티 분야로 확장하는 중요한 전환점""이라며 ""KG ICT와의 전략적 파트너십을 통해 보안이 산업 혁신을 가속하는 핵심 기반으로 자리 잡을 수 있도록 지속적으로 협력해 나가겠다""고 밝혔다. 또한 AI 보안 기술 기반 제품의 공동 마케팅을 진행하고, 제조업 공장 자동화 및 AI 기반 생산 효율화 환경에 최적화된

[DETAIL]
양사는 단순 솔루션 공급을 넘어 그룹 차원의 보안 전략 수립부터 산업, 제조, 모빌리티, 전장 고객 대상 공동 사업까지 협력 범위를 단계적으로 확장할 계획이다. 이번 협약을 통해 양 그룹사 간 보안 정책과 중장기 보안 로드맵을 공동 수립한다. 또한 AI 보안 기술 기반 제품의 공동 마케팅을 진행하고, 제조업 공장 자동화 및 AI 기반 생산 효율화 환경에 최적화된 보안 기술을 적용한다.",1,050960|수산아이앤티
"[FOCUS]
알루미늄 압출 부품 전문사인 알멕 역시 리비안의 생산 확대 수혜주로 꼽히며 전일보다 2.69% 상승한 4만 7700원을 기록 중이다. 리비안에 고효율 자성 소재나 알루미늄 부품을 공급하는 기업들을 중심으로 실적 개선 기대감이 주가를 밀어 올리는 동력이 되고 있다.

[DETAIL]
미국 전기차 스타트업 리비안(RIVIAN)이 생산 공정 효율화와 비용 절감을 통해 시장 신뢰를 회복하면서 국내 주식시장의 관련 테마주들이 30일 장중 강한 변동성을 보이고 있다. 리비안에 고효율 자성 소재나 알루미늄 부품을 공급하는 기업들을 중심으로 실적 개선 기대감이 주가를 밀어 올리는 동력이 되고 있다. 가장 눈에 띄는 상승세를 기록 중인 종목은 고효율 자성 소재 전문 기업인 아모그린텍이다.",1,354320|알멕
"[FOCUS]
글로벌 완성차 기업의 협력사로 낙점받기 위해서는 품질 관리 체계와 생산 역량은 물론 재무 안정성, ESG(환경·사회·지배구조) 등 지속가능성 항목까지 까다로운 심사를 통과해야 한다. 전해액 시장의 강자 엔켐 역시 ESS 및 전기차용 수요 확대 기대감에 힘입어 29.88% 상승 상한가에 안착했다.

[DETAIL]
전기차 수요 둔화 우려를 딛고 2차전지 테마가 25일 주식시장에서 강력한 반등세를 연출하고 있다. 북미 시장 내 배터리 셀 업체들의 공장 가동 본격화와 전고체 배터리 등 차세대 기술 상용화에 대한 기대감이 맞물리며 소재와 장비 전반에 걸쳐 뜨거운 매수세가 유입되는 현재 상황이다. 가장 폭발적인 상승세를 보이는 종목은 배터리 보호회로 전문 아이티엠반도체다.",1,354320|알멕
"[FOCUS]
글로벌 완성차 기업의 협력사로 등록되기 위해서는 품질 관리 체계, 생산 역량, 재무 안정성, 지속가능성 등 다양한 항목에 대한 엄격한 심사를 통과해야 한다. 알멕 관계자는 “글로벌 완성차 기업들의 협력사 등록은 단순한 거래 관계를 넘어 장기적인 공급망 파트너십을 의미한다”며, “앞으로도 품질과 기술 경쟁력을 기반으로 글로벌 자동차 고객사를 지속적으로 확대해 나갈 계획”이라고 밝혔다.

[DETAIL]
글로벌 완성차 기업의 협력사로 등록되기 위해서는 품질 관리 체계, 생산 역량, 재무 안정성, 지속가능성 등 다양한 항목에 대한 엄격한 심사를 통과해야 한다. 알멕은 이러한 강도 높은 평가 절차를 통과하며 글로벌 자동차 산업에서 기술력과 공급 안정성을 인정받았다는 평가다. 알멕은 이번 협력사 등록을 통해 글로벌 선두 자동차 기업들의 공급망에 참여할 기회를 확대하게 되었다.",1,354320|알멕
"[FOCUS]
알멕이 독일의 글로벌 선두 자동차 그룹의 협력사 등록 절차를 완료했다고 24일 밝혔다.알멕은 이번 협력사 등록을 통해 글로벌 선두 자동차 기업들의 공급망에 참여할 기회를 확대하게 됐다고 설명했다. 향후 차세대 차량용 알루미늄 부품 공급 확대에도 긍정적인 영향을 미칠 것으로 기대된다.최근 글로벌 자동차 산업은 전동화 전환과 공급망 안정화 전략에 따라 신뢰성 높은 소재 및 부품 공급업체 확보에 집중하고 있다.

[DETAIL]
알멕이 독일의 글로벌 선두 자동차 그룹의 협력사 등록 절차를 완료했다고 24일 밝혔다.알멕은 이번 협력사 등록을 통해 글로벌 선두 자동차 기업들의 공급망에 참여할 기회를 확대하게 됐다고 설명했다. 향후 차세대 차량용 알루미늄 부품 공급 확대에도 긍정적인 영향을 미칠 것으로 기대된다.최근 글로벌 자동차 산업은 전동화 전환과 공급망 안정화 전략에 따라 신뢰성 높은 소재 및 부품 공급업체 확보에 집중하고 있다. 알멕은 이러한 글로벌 공급망 재편 과정에서 기술 경쟁력을 기반으로 주요 완성차 업체들과의 협력을 확대하며 수혜를 받고 있다.알멕",1,354320|알멕
"[FOCUS]
글로벌 완성차 기업의 협력사로 등록되기 위해서는 품질 관리 체계, 생산 역량, 재무 안정성, 지속가능성 등 다양한 항목에 대한 엄격한 심사를 통과해야 한다. 알멕 관계자는 “글로벌 완성차 기업들의 협력사 등록은 단순한 거래 관계를 넘어 장기적인 공급망 파트너십을 의미한다”며, “앞으로도 품질과 기술 경쟁력을 기반으로 글로벌 자동차 고객사를 지속적으로 확대해 나갈 계획”이라고 밝혔다.

[DETAIL]
글로벌 알루미늄 소재 및 자동차 부품 전문기업 알멕이 독일의 글로벌 선두 자동차 그룹의 협력사 등록 절차를 완료했다고 24일 밝혔다. 글로벌 완성차 기업의 협력사로 등록되기 위해서는 품질 관리 체계, 생산 역량, 재무 안정성, 지속가능성 등 다양한 항목에 대한 엄격한 심사를 통과해야 한다. 알멕은 이러한 강도 높은 평가 절차를 통과하며 글로벌 자동차 산업에서 기술력과 공급 안정성을 인정받았다는 평가다.",1,354320|알멕
"[FOCUS]
이번 실적 변동과 관련해 회사는 사업기간 차이로 인한 이자수익 발생 차이를 주요 원인으로 제시했다. 매출액또는손익구조30%(대규모법인은15%)이상변동

[DETAIL]
이번 실적 변동과 관련해 회사는 사업기간 차이로 인한 이자수익 발생 차이를 주요 원인으로 제시했다. 결산 기간은 당해사업연도가 2025년 1월 1일부터 2025년 12월 31일까지, 직전사업연도는 2024년 5월 16일부터 2024년 12월 31일까지다. 재무현황(개별 기준)으로는 자산총계 100억7037만1574원, 부채총계 14억762만6158원, 자본총계 86억6274만5416원, 자본금 4억5200만원을 기록했다.",1,484130|하나34호스팩
"[FOCUS]
스팩은 기업의 인수와 합병만을 목적으로 설립한 명목상 회사로, 3년 안에 합병하지 않으면 상장이 폐지된다.하나34호스팩의 합병 대상 업종은 제조, 전기·가스·증기 및 수도, 하수·폐기물 처리, 원료 재생 및 환경복원, 건설, 출판·영상·방송통신 및 정보서비스, 전문·과학 및 기술 서비스, 19일 한국거래소 코스닥시장본부에 따르면, ‘하나34호기업인수목적(주)’(하나34호스팩·484130)이 이날 코스닥시장에 상장한다.

[DETAIL]
19일 한국거래소 코스닥시장본부에 따르면, ‘하나34호기업인수목적(주)’(하나34호스팩·484130)이 이날 코스닥시장에 상장한다. 공모가는 2000원으로, 상장 당일에는 변동성 완화장치(VI)가 적용되지 않는다.해당 종목은 스팩(SPAC)이다. 스팩은 기업의 인수와 합병만을 목적으로 설립한 명목상 회사로, 3년 안에 합병하지 않으면 상장이 폐지된다.하나34호스팩의 합병 대상 업종은 제조, 전기·가스·증기 및 수도, 하수·폐기물 처리, 원료 재생 및 환경복원, 건설, 출판·영상·방송통신 및 정보서비스, 전문·과학 및 기술 서비스,",1,484130|하나34호스팩
"[FOCUS]
25일 한국거래소 코스닥시장본부에 따르면, ▲심플랫폼 ▲하나34호기업인수목적(주)(하나34호스팩) ▲이녹스에코엠 등 3개사가 코스닥시장 상장 예비심사를 신청했다.KB증권이 상장을 주선하는 ‘심플랫폼’은 NUBISON AIoT(산업용 데이터 수집과 산업용 AI 서비스 운영) 등 소프트웨어 개발 및 공급업을 영위하고 있다. 지난해 매출 43억8900만원, 영업손실 15억4000만원, 순손실 97억3400만원을 기록했다.

[DETAIL]
25일 한국거래소 코스닥시장본부에 따르면, ▲심플랫폼 ▲하나34호기업인수목적(주)(하나34호스팩) ▲이녹스에코엠 등 3개사가 코스닥시장 상장 예비심사를 신청했다.KB증권이 상장을 주선하는 ‘심플랫폼’은 NUBISON AIoT(산업용 데이터 수집과 산업용 AI 서비스 운영) 등 소프트웨어 개발 및 공급업을 영위하고 있다. 지난해 매출 43억8900만원, 영업손실 15억4000만원, 순손실 97억3400만원을 기록했다. 현재 자본금은 25억9300만원이다.하나증권이 상장을 주선하는 ‘하나34호스팩’은 스팩(SPAC)이다. 스팩은 기업의",0,484130|하나34호스팩
"[FOCUS]
총 3.5조 원 규모의 자산운용액(AUM)을 조성하며 국내외 벤처 생태계의 선순환 구조를 견인하고 있다. 정부의 벤처 투자 활성화 대책과 더불어 주요 투자 포트폴리오 기업들의 상장(IPO) 소식 및 호실적 전망이 잇따르며 업종 전반에 강력한 동력을 불어넣고 있다.

[DETAIL]
주식시장에서 창업투자 업종은 27일 전일 대비 5.62% 급등하며 시장의 관심을 한 몸에 받고 있다. 정부의 벤처 투자 활성화 대책과 더불어 주요 투자 포트폴리오 기업들의 상장(IPO) 소식 및 호실적 전망이 잇따르며 업종 전반에 강력한 동력을 불어넣고 있다. 대형 창투사들을 중심으로 기관과 외국인의 동반 매수세가 유입되고 있다.",1,484130|하나34호스팩
"ISC, 하나34호스팩, HD현대중공업, 한올바이오파마 등이 뒤를 이었다. 이날 오후 3시 30분 기준 서울 외환시장에서 미국 달러 대비 원화 환율은 전 거래일 대비 4.3원 내린 1,390.9원이다. 이경민 대신증권...",1,484130|하나34호스팩
"[FOCUS]
4월 6일 공시에 따르면, 신현철 등기임원의 직전 보고 기준일인 1월 9일에는 보유 주식 수가 1만9268주였으나, 이번 보고 기준일에는 0주로 감소했다. 세부 변동 내역에 따르면, 신현철 등기임원은 3월 30일부터 4월 7일까지 여러 차례 장내 매도를 통해 주식을 처분했다.

[DETAIL]
4월 6일 공시에 따르면, 신현철 등기임원의 직전 보고 기준일인 1월 9일에는 보유 주식 수가 1만9268주였으나, 이번 보고 기준일에는 0주로 감소했다. 이에 따라 보유 지분율도 0.06%에서 0%로 줄어들었다. 세부 변동 내역에 따르면, 신현철 등기임원은 3월 30일부터 4월 7일까지 여러 차례 장내 매도를 통해 주식을 처분했다.",1,365590|하이딥
"[FOCUS]
지난 2022년 코스닥 상장 당시 하이딥은 2023년부터 스타일러스 매출이 발생할 것이라고 기대했지만 3년째 실현되지 않았다. 하이딥은 19일 홈페이지에서 ""2025년 연간 매출은 17억7000만원, 당기손실은 148억원""이라며 ""매출은 터치&스타일러스 통합 솔루션 채택 지연으로 전년비 70% 감소했다""고 밝혔다.

[DETAIL]
터치 IC 팹리스 하이딥이 지난해에도 스타일러스(S펜·애플펜슬 등) 매출을 올리지 못했다. 지난 2022년 코스닥 상장 당시 하이딥은 2023년부터 스타일러스 매출이 발생할 것이라고 기대했지만 3년째 실현되지 않았다. 하이딥은 19일 홈페이지에서 ""2025년 연간 매출은 17억7000만원, 당기손실은 148억원""이라며 ""매출은 터치&스타일러스 통합 솔루션 채택 지연으로 전년비 70% 감소했다""고 밝혔다.",0,365590|하이딥
"[FOCUS]
하이딥의 2025년 매출액은 17억6699만1674원으로, 2024년 58억8997만0051원 대비 70.00% 감소했다. 상장정보를 보면 하이딥은 2020년 12월 21일 코스닥시장에 상장된 반도체 제조업체다.

[DETAIL]
하이딥의 2025년 매출액은 17억6699만1674원으로, 2024년 58억8997만0051원 대비 70.00% 감소했다. 같은 기간 영업손실은 104억2175만2324원, 당기순손실은 125억3244만6784원으로 집계됐다. 회사는 고객사 및 협력사의 전략 변경 등으로 모바일 기기용 Touch IC, Touch&Stylus IC, Stylus Pen의 양산 진행 일정이 일부 조정되면서 예상했던 매출 확대가 지연됐다고 설명했다.",0,365590|하이딥
"[FOCUS]
업계에 따르면 삼성전자는 인공지능(AI) 반도체의 핵심 부품으로 꼽히는 차세대 HBM4를 설 연휴 이후 세계 최초로 양산 출하할 계획인 것으로 전해졌다. 시장에서는 삼성전자가 HBM4를 세계 최초로 양산 출하하면서 AI 반도체 시장에서 주도권을 확보할 수 있을 것이라는 기대가 반도체 전반으로 확산되고 있다.

[DETAIL]
9일 오전 9시20분 기준 하이딥과 레이저쎌은 각각 전 거래일 대비 29.93%, 29.90% 급등하며 상한가를 기록했다. 이 밖에 디아이 16.36%, 신성이엔지 13.61%, SFA반도체 9.58%, 제주반도체 9.48%, 파두 9.19% 등도 동반 상승했다. 업계에 따르면 삼성전자는 인공지능(AI) 반도체의 핵심 부품으로 꼽히는 차세대 HBM4를 설 연휴 이후 세계 최초로 양산 출하할 계획인 것으로 전해졌다.",1,365590|하이딥
"[FOCUS]
이번 매도로 인해 백 상무이사의 보유 주식 수는 4만2634주에서 3만2634주로 감소했으며, 지분율은 0.14%에서 0.11%로 줄었다. 최근 실적에 따르면, 하이딥은 2024년 12월 기준 개별 재무제표에서 자산총계 184억원, 부채총계 108억원, 자본총계 75억원을 기록했다.

[DETAIL]
이번 매도로 인해 백 상무이사의 보유 주식 수는 4만2634주에서 3만2634주로 감소했으며, 지분율은 0.14%에서 0.11%로 줄었다. 매도 단가는 3685원이었다. 하이딥의 2026년 1월 23일 종가는 2395원으로, 전일 대비 1.84% 하락했다.",0,365590|하이딥
리서치알음은 3일 알에스오토메이션에 대해 '한국형 장사정포 요격체계(K-아이언돔)' 구축 사업 가속화와 정부·대기업 중심의 휴머노이드 로봇 투자 확대 흐름 속에서 핵심 인프라 기업으로 부각될 가능성이 크다고...,1,140670|알에스오토메이션
"[FOCUS]
알에스오토메이션은 2026년3월31일 열린 주주총회에서 정관 일부 개정안을 특별결의로 가결했다. 임원 선임과 관련해 사외이사 강석건의 재선임안도 보통결의로 통과됐다.

[DETAIL]
알에스오토메이션은 2026년3월31일 열린 주주총회에서 정관 일부 개정안을 특별결의로 가결했다. 해당 안건은 상법 개정 내용 반영을 위한 정관 정비라고 회사는 설명했다. 임원 선임과 관련해 사외이사 강석건의 재선임안도 보통결의로 통과됐다.",1,140670|알에스오토메이션
"[FOCUS]
알에스오토메이션이 ‘스마트공장·자동화산업전 2026(Automation World 2026, 이하 AW 2026)’에 참가해 다축 서보 드라이브 ‘D8 Series’를 선보였다. 이번 전시에서 소개된 ‘D8 Series’는 고정밀 제어가 가능한 전원 일체형 다축 서보 드라이브다.

[DETAIL]
알에스오토메이션이 ‘스마트공장·자동화산업전 2026(Automation World 2026, 이하 AW 2026)’에 참가해 다축 서보 드라이브 ‘D8 Series’를 선보였다. 스마트공장·자동화산업전 2026은 아시아 최대 규모 스마트공장 및 자동화 산업 전문 전시회다. 이번 전시회는 3월 4일부터 6일까지 총 3일간 코엑스 전시장 전관에서 개최됐으며 ‘자율화, 지속가능성을 이끄는 힘(Autonomy, the Driver of Sustainability)’을 슬로건으로 진행됐다.",1,140670|알에스오토메이션
"알에스오토메이션의 서보드라이브 및 MMC 시리즈 전시 (사진=김지윤 기자) '두뇌, 신경 모두 갖춘 팔방미인' 알에스오토메이션이 4일 AW2026(스마트공장·자동화산업전)' 전시에서 PLC, 모션 제어, 서보 시스템, 산업용 HMI...",1,140670|알에스오토메이션
"[FOCUS]
제조업 현장이 인공지능(AI)과 로봇이 결합한 지능형 공장으로 빠르게 탈바꿈하면서 스마트팩토리 관련 테마가 시장의 이목을 끌고 있다. 한국거래소에 따르면 자율주행 물류 로봇과 생산 관리 시스템(MES) 경쟁력을 갖춘 LS티라유텍은 이날 오후 2시 15분 현재 2.06% 상승한 6920원에 거래 중이다.

[DETAIL]
제조업 현장이 인공지능(AI)과 로봇이 결합한 지능형 공장으로 빠르게 탈바꿈하면서 스마트팩토리 관련 테마가 시장의 이목을 끌고 있다. 스마트팩토리 테마는 7일 단순 공정 자동화를 넘어 생산 전 과정을 통합 관리하는 소프트웨어와 정밀 제어 시스템을 보유한 기업들을 중심으로 매수세가 형성되는 중이다. 가장 견조한 탄력을 보이는 종목은 스마트 팩토리 구축에 필수적인 통합 솔루션을 공급하는 기업이다.",1,140670|알에스오토메이션
"▲ 지난 3일 한샘 임직원들이 경기도 시흥 거북섬에서 '행복의 숲' 조성 행사에 참가해 기념촬영을 하고 있다.(이미지 제공=한샘) 한샘, 식목일 기념 '행복의 숲' 조성 행사 참여…환경보전 실천 한샘이 식목일을 기념해...",1,009240|한샘
"[FOCUS]
'행복의 숲' 조성 행사는 시흥 거북섬 일대 녹지 부족 문제를 개선하고 미세먼지를 저감하기 위해 마련됐으며, 한샘 임직원 30여명과 기업 관계자 등 약 500명이 참여해 해송 125그루를 약 180㎡ 규모 부지에 심었다. 또 행사 기간 장기 카드 무이자 할부 프로그램인 ‘N32 페이’를 이용하면 최대 24개월간 이자 없이 제품을 구매할 수 있고, 맞벌이 부부 등을 위한 수요일 ‘이브닝 배송 서비스’도 이용할 수 있다.

[DETAIL]
◇ 한샘, 시흥 거북섬 ‘행복의 숲’ 조성 행사 참여 한샘은 식목일을 기념해 경기도 시흥 거북섬에서 열린 ‘행복의 숲’ 조성 행사에 참여해 나무 심기 봉사활동을 진행했다고 7일 밝혔다. '행복의 숲' 조성 행사는 시흥 거북섬 일대 녹지 부족 문제를 개선하고 미세먼지를 저감하기 위해 마련됐으며, 한샘 임직원 30여명과 기업 관계자 등 약 500명이 참여해 해송 125그루를 약 180㎡ 규모 부지에 심었다. 한샘 관계자는 “이번 나무심기 봉사활동을 통해 생물다양성 증진과 탄소흡수 기능 확대에 기여하는 한편, 시민 참여를 기반으로 기후변화 대응과 환경보호에 대한 공감대를",1,009240|한샘
"[FOCUS]
행사는 간척사업으로 조성된 시흥 거북섬 일대의 녹지 부족 문제를 개선하고, 미세먼지 저감과 도시 환경 개선을 위한 완충녹지 조성을 목적으로 마련됐다. 이날 한샘 임직원들은 약 180㎡ 규모로 마련된 부지에 해송 125그루를 식재하며 행복의 숲 조성에 참여했다.

[DETAIL]
시흥시청이 지난 3일 주최한 이번 행사에는 한샘 임직원을 비롯해 임병택 시흥시장, 김재현 평화의숲 대표 등 주요 내빈과 기업 관계자 약 500명이 참가했다. 행사는 간척사업으로 조성된 시흥 거북섬 일대의 녹지 부족 문제를 개선하고, 미세먼지 저감과 도시 환경 개선을 위한 완충녹지 조성을 목적으로 마련됐다. 시흥·안산 지역은 제조시설이 밀집해 있어 대기오염 저감을 위한 녹지 확충 필요성이 높다.",1,009240|한샘
"■ 한샘, 식목일 기념 시흥 거북섬에 '행복의 숲' 조성 지난 3일 한샘 임직원들이 경기도 시흥 거북섬에서 '행복의 숲' 조성 행사에 참가해 기념촬영을 하고 있다.ㅣ한샘 한샘이 식목일을 기념해 경기도 시흥 거북섬...",1,009240|한샘
사진=한샘 종합 홈 인테리어 전문기업 한샘(대표이사 김유진)이 식목일을 기념해 경기도 시흥 거북섬에서 열린 '행복의 숲' 조성 행사에 임직원 30여 명이 참여해 나무 심기 봉사활동을 진행했다고 밝혔다. 시흥시청이 지난...,1,009240|한샘
"박윤기 롯데칠성음료 목표 실적 잇단 '영점 조절', 수익경영 기조 더 뚜렷해져",1,005300|롯데칠성
"[FOCUS]
‘저당 스위트칠리소스’는 당을 95% 줄인(시장 매출 상위 3개 제품 대비) 제품으로, 국산 홍고추의 매콤함에 알룰로스와 과일의 달콤함을 더했다. 생산과정 상 가열 살균을 하지 않은 비열(非熱)처리 생(生) 라이트 맥주로 신선하고 청량한 맛을 살렸다.

[DETAIL]
농심은 오는 6월 러시아 모스크바에 현지 판매법인 ‘농심 러시아(Nongshim Rus LLC)’를 설립한다. 이는 지난해 3월 네덜란드에 유럽 법인을 설립한 지 1년 3개월 만의 신규 법인으로, 고성장하는 러시아 라면 시장을 본격 공략하고 나아가 CIS(독립국가연합) 지역 전체를 아우르는 ‘유라시아 라면 시장’ 공략 거점을 마련한다는 의미다.농심은 현지 라면 시장의 주류를 차지하는 중저가 제품(70~100루블, 한화 약 1300~1900원)과 차별화된 프리미엄 시장(200루블 이상)을 적극 공략하며 성과를 창출한다는 계획이다. 롯데칠성음료는 맥주 브랜드 ‘클라우드",1,005300|롯데칠성
"[FOCUS]
신메뉴 2종은 함께 제공되는 말차샷을 활용해 말차의 농도를 조절할 수 있다. ◆코리안 디저트 카페 설빙이 신메뉴 ‘말차설빙’ 2종을 출시한다.

[DETAIL]
◆코리안 디저트 카페 설빙이 신메뉴 ‘말차설빙’ 2종을 출시한다. 설빙은 말차 특유의 쌉싸름한 풍미를 다양한 방식으로 즐길 수 있도록 옵션을 확장해 ▲팥절미말차설빙과 ▲초코말차설빙 총 2종을 선보인다. 신메뉴 2종은 함께 제공되는 말차샷을 활용해 말차의 농도를 조절할 수 있다.",1,005300|롯데칠성
사진=롯데칠성음료 롯데칠성음료가 탄산에 건강함을 더한 프리바이오틱 소다 '해피즈(Happiz)'를 새롭게 선보인다. 롯데칠성음료는 최근 북미 시장을 중심으로 웰니스 탄산음료 시장 수요가 꾸준히 증가하고 있는 가운데...,1,005300|롯데칠성
"[FOCUS]
해당 부지는 2021년 롯데건설이 청년임대주택 1천400여 가구를 건립하려다 주민들의 강력한 반대로 사업이 중단된 전례가 있다. 롯데물산 관계자는 ""매입 대금 2천805억원을 한 번에 납부하는 상황이 아니기에 자금이 부족하지 않으며 현금 창출 능력도 뛰어난 상황""이라며 ""상각전영업이익(EBITDA)이 2천312억원으로 현금 창출 능력이 매우 안정적이기에 유동비율 및 재무 지표에 미치는 영향은 미미하다""라고 강조했다.

[DETAIL]
【 청년일보 】 롯데물산이 지난달 31일 서울 영등포구 양평동 롯데칠성음료 부지를 2천804억5천630만원에 매입한다고 공시하며 부동산 개발 사업 복귀를 선언했다. 롯데물산은 이번 매입이 롯데월드타워 완공 이후 중단됐던 개발 기능을 되살려 부동산 전문 기업으로 도약한다는 방침이나, 회사가 보유한 현금이 매입 대금에 못 미치는 상황이라는 점에서 무리한 계열사 우회 지원이라는 지적이 나온다. 8일 금융감독원에 따르면 롯데물산이 매입한 부지는 서울 영등포구 양평동 5가 119번지 외 17필지 일원으로 총 2만1천217㎡ 규모다.",0,005300|롯데칠성
"[FOCUS]
지에스이는 2001년 10월 11일 코스닥시장에 상장된 연료용가스제조및배관공급업 업체다. 이번 선임으로 사외이사 선임·재선임 인원은 1명이다.

[DETAIL]
이번 선임으로 사외이사 선임·재선임 인원은 1명이다. 김지석 사외이사의 임기는 2026년 3월 30일부터 3년이며, 사외이사 총 재직기간(현 임기 포함)은 3년으로 공시됐다. 사외이사 변경 전후 지에스이의 등기이사 총수는 4명으로 동일하다.",1,053050|지에스이
"[FOCUS]
지에스이는 2001년10월11일 코스닥시장에 상장된 연료용 가스 제조 및 배관공급업 업체다. 지에스이는 보통주식에 대해 분기배당 1주당20원과 기말배당 1주당20원의 현금배당을 결의했다.

[DETAIL]
지에스이는 보통주식에 대해 분기배당 1주당20원과 기말배당 1주당20원의 현금배당을 결의했다. 배당금총액은 11억9950만3880원이며, 중간배당을 포함한 보통주식 시가배당율은 1.6%다. 이사 선임 안건은 사내이사 유수언·유석형·김재헌 선임과 사외이사 김지석 신규선임이 모두 가결됐다.",2,053050|지에스이
"[FOCUS]
[중앙이코노미뉴스 조용우] 20일 KRX 마감 기준, 네이버페이 증권에 따르면 지에스이 주가가 지난 종가 대비 6.94% 하락한 3,085원으로 3월 20일 국내 증시를 마감했다. 동일업종 등락률이 +4.57% 상승한 것과 대조적으로, 지에스이 주가는 하락 마감하며 다른 흐름을 보였다.

[DETAIL]
[중앙이코노미뉴스 조용우] 20일 KRX 마감 기준, 네이버페이 증권에 따르면 지에스이 주가가 지난 종가 대비 6.94% 하락한 3,085원으로 3월 20일 국내 증시를 마감했다. 이는 지난 종가 3,315원보다 230원 내린 수치이다. 하루동안의 주가 흐름을 살펴보면, 시가는 3,380원으로 시작하여 고가는 3,455원, 저가는 3,070원을 기록하며 385원의 변동폭을 보였다.",1,053050|지에스이
"19일 오전 10시 37분 기준, 네이버페이 증권에 따르면 지에스이 주가가 지난 종가 대비 19.50% 상승한 3... 지에스이의 PER은 19.36배로, 동일 업종 PER 5.18배를 크게 웃도는 수준이다. 코스닥 시가총액 순위...",1,053050|지에스이
"[FOCUS]
이어 이란의 주변국 에너지 시설 보복이 이어지며 공급 차질 우려가 커지고 있다.18일(현지시간) 국제 원유시장에서 브렌트 도시가스, LPG 관련주가 강세를 보이고 있다.19일 오전 9시 28분 기준 지에스이 주가는 24.37% 상승한 3445원에, 대성에너지는 21.29% 상승한 1만 1850원에 거래 중이다.흥구석유 10.22%, 중앙에너비스 8.36%, 극동유화 5.59%, 대성산업 4.48%, S-OIL 1.18% 각각

[DETAIL]
도시가스, LPG 관련주가 강세를 보이고 있다.19일 오전 9시 28분 기준 지에스이 주가는 24.37% 상승한 3445원에, 대성에너지는 21.29% 상승한 1만 1850원에 거래 중이다.흥구석유 10.22%, 중앙에너비스 8.36%, 극동유화 5.59%, 대성산업 4.48%, S-OIL 1.18% 각각 오르고 있다. 앞서 이스라엘은 이란 최대 가스전 사우스파르스와 연결된 아살루에 천연가스 정제시설을 타격했다. 이어 이란의 주변국 에너지 시설 보복이 이어지며 공급 차질 우려가 커지고 있다.18일(현지시간) 국제 원유시장에서 브렌트",1,053050|지에스이
"[FOCUS]
2025년 매출액이 전년 대비 30.3% 증가한 389억원을 기록했다고 밝혔다. 기업의 디지털 전환(DX)을 책임져 온 경력을 바탕으로, AI 전환(AX) 기업으로의 발빠른 전환에 성공했습니다.” 플래티어(대표 이상훈)는 2020년 시스포유아이앤씨와 모우소프트의 구조적 합병을 통해 탄생했다.

[DETAIL]
“AI와 소프트웨어 기업 간의 경계는 점점 더 모호해지고 있습니다. 기업의 디지털 전환(DX)을 책임져 온 경력을 바탕으로, AI 전환(AX) 기업으로의 발빠른 전환에 성공했습니다.” 플래티어(대표 이상훈)는 2020년 시스포유아이앤씨와 모우소프트의 구조적 합병을 통해 탄생했다. 이후 이커머스 플랫폼 구축 역량과 데브 옵스 역량을 결합해 DX 솔루션을 강화해 왔다.",1,367000|플래티어
